PUHour,PUZone,month,count
morning,Maspeth,3,81
midnight,Flushing,3,81
morning,Crown Heights South,3,81
morning,Brooklyn Navy Yard,3,80
evening,Van Nest/Morris Park,3,79
evening,Spuyten Duyvil/Kingsbridge,3,78
afternoon,Bay Ridge,3,78
morning,Erasmus,3,78
midnight,University Heights/Morris Heights,3,77
midnight,Kew Gardens,3,77
morning,Corona,3,77
midnight,Highbridge,3,75
afternoon,Borough Park,3,75
morning,Roosevelt Island,3,74
morning,Midwood,3,74
morning,Van Nest/Morris Park,3,74
midnight,Red Hook,3,74
evening,University Heights/Morris Heights,3,73
midnight,Richmond Hill,3,73
morning,North Corona,3,71
evening,Erasmus,3,70
midnight,East Flatbush/Farragut,3,69
morning,East New York,3,69
evening,North Corona,3,68
evening,Ocean Hill,3,67
evening,Morrisania/Melrose,3,67
midnight,South Ozone Park,3,66
morning,Mount Hope,3,66
morning,Homecrest,3,65
evening,Highbridge,3,65
evening,Middle Village,3,65
afternoon,Windsor Terrace,3,64
afternoon,Bushwick North,3,64
evening,Richmond Hill,3,64
morning,Kew Gardens Hills,3,64
afternoon,Morrisania/Melrose,3,62
midnight,Columbia Street,3,62
morning,Claremont/Bathgate,3,62
afternoon,North Corona,3,61
morning,Ridgewood,3,61
afternoon,Crown Heights South,3,60
afternoon,Ocean Hill,3,60
midnight,Newark Airport,3,59
afternoon,University Heights/Morris Heights,3,59
afternoon,Howard Beach,3,57
midnight,Spuyten Duyvil/Kingsbridge,3,57
midnight,Brownsville,3,56
morning,Flatlands,3,56
afternoon,Ocean Parkway South,3,56
evening,Mount Hope,3,55
evening,East Flatbush/Remsen Village,3,55
afternoon,Midwood,3,55
afternoon,Ridgewood,3,55
evening,Canarsie,3,54
evening,Homecrest,3,53
morning,Woodhaven,3,52
midnight,East Tremont,3,52
midnight,Middle Village,3,52
morning,Astoria Park,3,51
midnight,Soundview/Bruckner,3,51
midnight,Bensonhurst West,3,51
midnight,East Flatbush/Remsen Village,3,49
morning,Parkchester,3,49
midnight,Soundview/Castle Hill,3,49
evening,Soundview/Castle Hill,3,48
afternoon,Mount Hope,3,48
midnight,Kew Gardens Hills,3,48
midnight,Cypress Hills,3,47
midnight,South Jamaica,3,47
afternoon,Homecrest,3,47
morning,Soundview/Bruckner,3,47
midnight,Canarsie,3,46
midnight,Kingsbridge Heights,3,46
evening,Brownsville,3,45
midnight,Hunts Point,3,45
midnight,Westchester Village/Unionport,3,45
midnight,Randalls Island,3,45
afternoon,Spuyten Duyvil/Kingsbridge,3,45
morning,Bensonhurst West,3,44
midnight,Woodhaven,3,44
evening,East Tremont,3,43
morning,Van Cortlandt Village,3,43
morning,Borough Park,3,43
evening,Coney Island,3,43
evening,East Flatbush/Farragut,3,43
midnight,Flatlands,3,43
afternoon,Westerleigh,3,42
midnight,Longwood,3,42
midnight,Van Cortlandt Village,3,41
evening,Flatlands,3,41
morning,Soundview/Castle Hill,3,41
afternoon,Canarsie,3,41
evening,Woodhaven,3,40
morning,Bedford Park,3,40
morning,Spuyten Duyvil/Kingsbridge,3,40
midnight,Woodlawn/Wakefield,3,39
morning,Kingsbridge Heights,3,39
evening,Soundview/Bruckner,3,39
evening,Van Cortlandt Village,3,38
midnight,Fordham South,3,38
evening,Howard Beach,3,38
midnight,Sunset Park East,3,38
evening,Borough Park,3,38
afternoon,Claremont/Bathgate,3,37
evening,Marble Hill,3,36
evening,Midwood,3,36
evening,Westchester Village/Unionport,3,36
morning,Marble Hill,3,36
morning,Canarsie,3,36
morning,Norwood,3,36
evening,Claremont/Bathgate,3,36
afternoon,Ozone Park,3,35
midnight,Claremont/Bathgate,3,35
afternoon,Astoria Park,3,35
evening,Parkchester,3,34
evening,Kingsbridge Heights,3,34
morning,East Tremont,3,34
midnight,Homecrest,3,33
midnight,Bedford Park,3,33
afternoon,Middle Village,3,33
afternoon,College Point,3,33
afternoon,Marble Hill,3,33
afternoon,Kew Gardens Hills,3,33
midnight,Dyker Heights,3,33
afternoon,Brownsville,3,33
midnight,Midwood,3,33
midnight,Norwood,3,33
morning,Inwood Hill Park,3,32
morning,Westerleigh,3,32
evening,Westerleigh,3,32
midnight,Jamaica Estates,3,31
midnight,Schuylerville/Edgewater Park,3,31
evening,Bedford Park,3,31
midnight,Springfield Gardens South,3,31
morning,Queensboro Hill,3,31
evening,Hunts Point,3,31
morning,Howard Beach,3,31
morning,Middle Village,3,30
evening,Belmont,3,30
midnight,Parkchester,3,30
afternoon,Queensboro Hill,3,30
midnight,West Farms/Bronx River,3,30
midnight,Van Nest/Morris Park,3,29
evening,Schuylerville/Edgewater Park,3,29
afternoon,Kingsbridge Heights,3,29
midnight,Queensboro Hill,3,29
evening,Dyker Heights,3,28
midnight,Bensonhurst East,3,28
afternoon,Parkchester,3,27
midnight,Pelham Parkway,3,27
evening,Saint Michaels Cemetery/Woodside,3,27
evening,Cypress Hills,3,27
midnight,Belmont,3,27
afternoon,Westchester Village/Unionport,3,27
midnight,Astoria Park,3,26
afternoon,Bensonhurst West,3,26
morning,Brownsville,3,26
morning,Westchester Village/Unionport,3,26
afternoon,Hunts Point,3,26
afternoon,Bedford Park,3,26
midnight,Highbridge Park,3,25
midnight,Glendale,3,25
morning,Hillcrest/Pomonok,3,25
evening,Crotona Park East,3,25
afternoon,Van Nest/Morris Park,3,25
morning,East Flatbush/Remsen Village,3,25
midnight,Borough Park,3,25
evening,Williamsbridge/Olinville,3,25
afternoon,Longwood,3,25
morning,Sunset Park East,3,25
midnight,Marble Hill,3,24
midnight,Williamsbridge/Olinville,3,24
afternoon,Norwood,3,24
evening,Glendale,3,24
evening,Co-Op City,3,24
evening,Riverdale/North Riverdale/Fieldston,3,24
morning,West Farms/Bronx River,3,24
evening,Ocean Parkway South,3,24
morning,Hunts Point,3,24
afternoon,Erasmus,3,24
midnight,Crotona Park East,3,24
evening,Astoria Park,3,24
afternoon,Murray Hill-Queens,3,24
midnight,Brooklyn Navy Yard,3,23
morning,Crotona Park East,3,23
midnight,Coney Island,3,23
afternoon,Sunset Park East,3,22
afternoon,Whitestone,3,22
morning,Glendale,3,22
midnight,East New York/Pennsylvania Avenue,3,22
afternoon,Flatlands,3,22
evening,Norwood,3,22
evening,Bensonhurst West,3,22
midnight,Madison,3,22
afternoon,Soundview/Bruckner,3,22
midnight,Springfield Gardens North,3,22
midnight,Fresh Meadows,3,22
evening,Woodlawn/Wakefield,3,22
evening,Sunset Park East,3,22
morning,Jamaica Estates,3,21
midnight,Ocean Parkway South,3,21
evening,Longwood,3,20
evening,East New York/Pennsylvania Avenue,3,20
midnight,Bayside,3,20
morning,East Flatbush/Farragut,3,20
midnight,Marine Park/Mill Basin,3,20
midnight,Howard Beach,3,19
afternoon,Glendale,3,19
evening,Queensboro Hill,3,19
afternoon,Springfield Gardens North,3,19
evening,Queens Village,3,19
afternoon,Van Cortlandt Village,3,19
afternoon,East New York/Pennsylvania Avenue,3,19
midnight,Hillcrest/Pomonok,3,19
midnight,Brighton Beach,3,19
afternoon,Inwood Hill Park,3,18
morning,Williamsbridge/Olinville,3,18
afternoon,East Flatbush/Remsen Village,3,18
morning,Longwood,3,18
afternoon,Soundview/Castle Hill,3,18
evening,College Point,3,18
afternoon,Belmont,3,18
evening,West Farms/Bronx River,3,18
afternoon,Coney Island,3,18
evening,Kew Gardens Hills,3,18
afternoon,Glen Oaks,3,18
afternoon,West Farms/Bronx River,3,17
afternoon,East Flatbush/Farragut,3,17
morning,Pelham Parkway,3,17
afternoon,Brighton Beach,3,17
morning,Bronxdale,3,17
evening,Murray Hill-Queens,3,17
morning,Coney Island,3,17
morning,East New York/Pennsylvania Avenue,3,17
afternoon,Hillcrest/Pomonok,3,17
midnight,Queens Village,3,17
morning,Arrochar/Fort Wadsworth,3,17
evening,Hillcrest/Pomonok,3,17
evening,Pelham Parkway,3,17
midnight,Oakland Gardens,3,17
morning,Madison,3,17
afternoon,Jamaica Estates,3,16
afternoon,Dyker Heights,3,16
afternoon,Williamsbridge/Olinville,3,16
afternoon,East Tremont,3,16
evening,Fordham South,3,16
afternoon,Fordham South,3,16
afternoon,Bronx Park,3,16
morning,Riverdale/North Riverdale/Fieldston,3,16
morning,College Point,3,16
afternoon,Riverdale/North Riverdale/Fieldston,3,16
midnight,Sheepshead Bay,3,15
evening,Springfield Gardens North,3,15
morning,Brighton Beach,3,15
afternoon,Cambria Heights,3,15
midnight,Co-Op City,3,15
morning,Ocean Parkway South,3,15
morning,Rosedale,3,15
morning,Whitestone,3,15
evening,Eastchester,3,15
evening,Sheepshead Bay,3,15
midnight,Eastchester,3,15
afternoon,Woodhaven,3,15
afternoon,Queens Village,3,15
midnight,Bath Beach,3,15
afternoon,Sheepshead Bay,3,14
afternoon,Pelham Parkway,3,14
afternoon,Auburndale,3,14
evening,Bath Beach,3,14
morning,Bensonhurst East,3,14
afternoon,Bellerose,3,14
afternoon,Bath Beach,3,14
morning,Queens Village,3,14
evening,Whitestone,3,14
evening,Marine Park/Floyd Bennett Field,3,14
morning,Bath Beach,3,14
midnight,Arrochar/Fort Wadsworth,3,14
evening,Saint Albans,3,14
midnight,Murray Hill-Queens,3,14
evening,Brighton Beach,3,14
morning,Belmont,3,14
evening,Inwood Hill Park,3,13
evening,Cambria Heights,3,13
evening,Rikers Island,3,13
afternoon,Marine Park/Mill Basin,3,13
morning,Springfield Gardens North,3,13
evening,Highbridge Park,3,13
midnight,Van Cortlandt Park,3,13
evening,Madison,3,13
midnight,Bronxdale,3,13
midnight,Gravesend,3,13
morning,Forest Park/Highland Park,3,12
afternoon,East Flushing,3,12
evening,Marine Park/Mill Basin,3,12
afternoon,Schuylerville/Edgewater Park,3,12
afternoon,Rosedale,3,12
midnight,Bellerose,3,12
afternoon,Fresh Meadows,3,12
afternoon,Crotona Park East,3,12
morning,Ozone Park,3,12
morning,Sheepshead Bay,3,12
evening,Bayside,3,12
midnight,Riverdale/North Riverdale/Fieldston,3,11
evening,Bronxdale,3,11
morning,Bellerose,3,11
afternoon,Manhattan Beach,3,11
afternoon,Saint Albans,3,11
midnight,Saint Albans,3,11
evening,Rosedale,3,11
morning,Fordham South,3,11
evening,Jamaica Estates,3,11
morning,Bronx Park,3,10
midnight,Whitestone,3,10
evening,Bronx Park,3,10
afternoon,Bensonhurst East,3,10
morning,Murray Hill-Queens,3,10
midnight,Bloomfield/Emerson Hill,3,10
afternoon,Marine Park/Floyd Bennett Field,3,9
afternoon,Co-Op City,3,9
morning,East Flushing,3,9
midnight,College Point,3,9
afternoon,Starrett City,3,9
midnight,Bay Terrace/Fort Totten,3,9
afternoon,Highbridge Park,3,9
afternoon,Allerton/Pelham Gardens,3,9
afternoon,Bronxdale,3,9
evening,Forest Park/Highland Park,3,9
evening,Ozone Park,3,9
midnight,Ozone Park,3,8
morning,Schuylerville/Edgewater Park,3,8
morning,Gravesend,3,8
afternoon,Gravesend,3,8
midnight,Auburndale,3,8
midnight,Rosedale,3,8
morning,Highbridge Park,3,8
afternoon,Douglaston,3,8
afternoon,Hollis,3,8
midnight,East Flushing,3,8
evening,Auburndale,3,8
morning,Co-Op City,3,8
midnight,Pelham Bay,3,8
morning,Allerton/Pelham Gardens,3,7
midnight,Allerton/Pelham Gardens,3,7
morning,Dyker Heights,3,7
evening,Arrochar/Fort Wadsworth,3,7
morning,Oakland Gardens,3,7
midnight,Governor's Island/Ellis Island/Liberty Island,3,7
evening,Gravesend,3,7
morning,Woodlawn/Wakefield,3,7
midnight,Manhattan Beach,3,6
evening,Pelham Bay,3,6
evening,Fresh Meadows,3,6
morning,Rockaway Park,3,6
evening,Bensonhurst East,3,6
afternoon,Madison,3,6
midnight,Country Club,3,6
evening,Glen Oaks,3,6
midnight,Grymes Hill/Clifton,3,6
midnight,Great Kills,3,6
morning,Marine Park/Mill Basin,3,6
evening,Van Cortlandt Park,3,6
morning,Fresh Meadows,3,6
midnight,Stapleton,3,6
evening,Allerton/Pelham Gardens,3,5
afternoon,Bay Terrace/Fort Totten,3,5
midnight,Westerleigh,3,5
morning,Bloomfield/Emerson Hill,3,5
midnight,Green-Wood Cemetery,3,5
evening,Bellerose,3,5
evening,Douglaston,3,5
morning,Starrett City,3,5
morning,Marine Park/Floyd Bennett Field,3,5
afternoon,Far Rockaway,3,5
morning,Green-Wood Cemetery,3,5
morning,Laurelton,3,5
afternoon,Rossville/Woodrow,3,5
morning,Grymes Hill/Clifton,3,5
midnight,Starrett City,3,5
morning,Hollis,3,5
evening,Stapleton,3,5
morning,Willets Point,3,5
evening,Rockaway Park,3,5
midnight,Douglaston,3,5
afternoon,Laurelton,3,5
afternoon,Willets Point,3,5
midnight,Bronx Park,3,5
morning,Cambria Heights,3,5
midnight,Charleston/Tottenville,3,4
midnight,Saint George/New Brighton,3,4
evening,Bloomfield/Emerson Hill,3,4
midnight,South Beach/Dongan Hills,3,4
midnight,Rockaway Park,3,4
afternoon,Woodlawn/Wakefield,3,4
midnight,Mariners Harbor,3,4
morning,Pelham Bay,3,4
evening,Hammels/Arverne,3,4
evening,Hollis,3,4
afternoon,Forest Park/Highland Park,3,4
morning,Glen Oaks,3,4
morning,Auburndale,3,4
midnight,Laurelton,3,4
morning,Hammels/Arverne,3,4
evening,Governor's Island/Ellis Island/Liberty Island,3,4
midnight,New Dorp/Midland Beach,3,4
afternoon,Green-Wood Cemetery,3,3
afternoon,Oakland Gardens,3,3
morning,Bay Terrace/Fort Totten,3,3
morning,Manhattan Beach,3,3
midnight,Hammels/Arverne,3,3
evening,Far Rockaway,3,3
morning,Douglaston,3,3
evening,City Island,3,3
evening,Starrett City,3,3
evening,Manhattan Beach,3,3
morning,Saint Albans,3,3
morning,Van Cortlandt Park,3,3
midnight,Willets Point,3,3
afternoon,Eastchester,3,3
afternoon,Bayside,3,3
morning,Rossville/Woodrow,3,3
midnight,Forest Park/Highland Park,3,3
afternoon,Jamaica Bay,3,3
midnight,Far Rockaway,3,3
midnight,Glen Oaks,3,3
afternoon,New Dorp/Midland Beach,3,3
afternoon,Grymes Hill/Clifton,3,3
afternoon,Arrochar/Fort Wadsworth,3,3
evening,New Dorp/Midland Beach,3,3
midnight,Inwood Hill Park,3,3
evening,Jamaica Bay,3,2
evening,Willets Point,3,2
morning,Far Rockaway,3,2
midnight,Heartland Village/Todt Hill,3,2
midnight,Hollis,3,2
afternoon,Pelham Bay,3,2
evening,Country Club,3,2
evening,Oakland Gardens,3,2
morning,Oakwood,3,2
morning,Mariners Harbor,3,2
evening,Green-Wood Cemetery,3,2
midnight,Crotona Park,3,2
morning,Saint George/New Brighton,3,2
morning,Eastchester,3,2
evening,Oakwood,3,2
morning,Bayside,3,2
midnight,Rikers Island,3,2
midnight,Broad Channel,3,2
midnight,West Brighton,3,2
afternoon,Stapleton,3,2
midnight,Marine Park/Floyd Bennett Field,3,2
afternoon,Van Cortlandt Park,3,2
afternoon,Rikers Island,3,2
morning,Heartland Village/Todt Hill,3,2
midnight,Pelham Bay Park,3,2
evening,Port Richmond,3,2
midnight,Breezy Point/Fort Tilden/Riis Beach,3,1
afternoon,Hammels/Arverne,3,1
afternoon,Bloomfield/Emerson Hill,3,1
midnight,Cambria Heights,3,1
evening,Great Kills,3,1
morning,Rikers Island,3,1
afternoon,Pelham Bay Park,3,1
evening,Arden Heights,3,1
afternoon,Heartland Village/Todt Hill,3,1
midnight,City Island,3,1
midnight,Jamaica Bay,3,1
evening,South Beach/Dongan Hills,3,1
morning,Arden Heights,3,1
morning,West Brighton,3,1
evening,Bay Terrace/Fort Totten,3,1
morning,Pelham Bay Park,3,1
afternoon,Governor's Island/Ellis Island/Liberty Island,3,1
evening,Heartland Village/Todt Hill,3,1
evening,East Flushing,3,1
afternoon,Broad Channel,3,1
evening,Pelham Bay Park,3,1
afternoon,Rockaway Park,3,1
afternoon,South Beach/Dongan Hills,3,1
morning,Jamaica Bay,3,1
afternoon,Arden Heights,3,1
midnight,Rossville/Woodrow,3,1
midnight,Arden Heights,3,1
evening,Grymes Hill/Clifton,3,1
evening,Saint George/New Brighton,3,1
afternoon,Saint George/New Brighton,3,1
afternoon,Eltingville/Annadale/Prince's Bay,3,1
evening,Rossville/Woodrow,3,1
evening,Breezy Point/Fort Tilden/Riis Beach,3,1
midnight,Oakwood,3,1
midnight,Eltingville/Annadale/Prince's Bay,3,1
afternoon,Country Club,3,1
evening,Mariners Harbor,3,1
afternoon,Upper East Side South,4,155594
afternoon,Upper East Side North,4,142822
evening,Midtown Center,4,138336
afternoon,Midtown Center,4,134720
evening,Times Sq/Theatre District,4,133818
evening,Union Sq,4,126986
evening,Midtown East,4,122051
evening,Upper East Side South,4,114863
morning,Upper East Side North,4,113832
evening,East Village,4,111587
evening,Clinton East,4,110462
evening,Lincoln Square East,4,110007
evening,Penn Station/Madison Sq West,4,109299
morning,Upper East Side South,4,107469
evening,Murray Hill,4,106794
afternoon,Midtown East,4,105991
morning,Penn Station/Madison Sq West,4,105131
afternoon,Union Sq,4,103854
afternoon,Penn Station/Madison Sq West,4,100345
afternoon,Upper West Side South,4,98250
afternoon,Murray Hill,4,97265
evening,LaGuardia Airport,4,96979
evening,Midtown North,4,95573
afternoon,Lincoln Square East,4,94864
afternoon,Times Sq/Theatre District,4,92205
evening,JFK Airport,4,92176
afternoon,LaGuardia Airport,4,91490
afternoon,Midtown North,4,89922
evening,Upper East Side North,4,88975
midnight,East Village,4,88485
morning,Murray Hill,4,86413
evening,Midtown South,4,85432
evening,Gramercy,4,84201
evening,West Village,4,83841
morning,Midtown East,4,82755
morning,Clinton East,4,82574
evening,East Chelsea,4,80852
afternoon,JFK Airport,4,80497
evening,Upper West Side South,4,75591
afternoon,Lenox Hill West,4,72893
morning,Midtown Center,4,71746
evening,TriBeCa/Civic Center,4,70405
afternoon,Clinton East,4,69447
afternoon,Midtown South,4,69227
morning,Lenox Hill West,4,68399
evening,Flatiron,4,68006
afternoon,Central Park,4,67879
morning,Upper West Side South,4,67461
evening,Lenox Hill West,4,67455
morning,Times Sq/Theatre District,4,67230
afternoon,Upper West Side North,4,66817
midnight,Lower East Side,4,66153
afternoon,Gramercy,4,65452
morning,Lincoln Square East,4,65372
afternoon,East Chelsea,4,65260
evening,Sutton Place/Turtle Bay North,4,64887
evening,Greenwich Village North,4,62671
evening,Garment District,4,60701
morning,Gramercy,4,60643
morning,Upper West Side North,4,60095
morning,Union Sq,4,59702
morning,LaGuardia Airport,4,58536
evening,Greenwich Village South,4,58339
afternoon,Lenox Hill East,4,57308
morning,Garment District,4,56803
afternoon,East Village,4,55670
afternoon,TriBeCa/Civic Center,4,55560
afternoon,Flatiron,4,55445
afternoon,Garment District,4,55380
morning,Lenox Hill East,4,54761
morning,Midtown North,4,54469
morning,Sutton Place/Turtle Bay North,4,53267
afternoon,Yorkville West,4,53075
morning,Yorkville West,4,52625
afternoon,Sutton Place/Turtle Bay North,4,52578
evening,Yorkville West,4,52385
midnight,Clinton East,4,52120
afternoon,Greenwich Village North,4,50714
morning,East Chelsea,4,50607
evening,Lower East Side,4,50321
afternoon,West Chelsea/Hudson Yards,4,49616
morning,Midtown South,4,49543
evening,West Chelsea/Hudson Yards,4,49318
evening,Upper West Side North,4,49315
morning,Yorkville East,4,48678
evening,Little Italy/NoLiTa,4,48557
afternoon,West Village,4,47786
evening,NV,4,47497
morning,East Village,4,47302
midnight,West Village,4,46983
midnight,Times Sq/Theatre District,4,44679
morning,Flatiron,4,43940
evening,Meatpacking/West Village West,4,43617
afternoon,NV,4,43463
morning,TriBeCa/Civic Center,4,43205
morning,JFK Airport,4,43157
evening,UN/Turtle Bay South,4,42897
evening,Lenox Hill East,4,41568
afternoon,UN/Turtle Bay South,4,40814
evening,Kips Bay,4,40040
midnight,East Chelsea,4,40018
afternoon,Yorkville East,4,39531
morning,Greenwich Village North,4,38471
midnight,Greenwich Village South,4,38353
morning,West Village,4,38182
afternoon,Lincoln Square West,4,36968
evening,Central Park,4,36900
morning,Lincoln Square West,4,36309
morning,UN/Turtle Bay South,4,36086
morning,Kips Bay,4,35909
midnight,Union Sq,4,35847
morning,Central Park,4,35324
afternoon,Kips Bay,4,35301
midnight,Midtown South,4,34879
afternoon,Battery Park City,4,34120
evening,SoHo,4,32618
afternoon,Greenwich Village South,4,32362
morning,West Chelsea/Hudson Yards,4,32173
morning,NV,4,31929
morning,Battery Park City,4,30883
afternoon,Meatpacking/West Village West,4,30270
afternoon,Manhattan Valley,4,30217
afternoon,Little Italy/NoLiTa,4,30116
afternoon,Clinton West,4,29878
midnight,JFK Airport,4,29463
midnight,Gramercy,4,29275
evening,Battery Park City,4,29227
midnight,Meatpacking/West Village West,4,28980
morning,Clinton West,4,28937
morning,Manhattan Valley,4,28505
evening,Clinton West,4,28437
afternoon,SoHo,4,27899
evening,Financial District North,4,27848
midnight,Penn Station/Madison Sq West,4,27821
evening,Lincoln Square West,4,27355
evening,Yorkville East,4,25654
midnight,Flatiron,4,25154
midnight,Murray Hill,4,25103
afternoon,Financial District North,4,24855
afternoon,World Trade Center,4,24605
midnight,Little Italy/NoLiTa,4,24528
morning,Meatpacking/West Village West,4,23368
midnight,Midtown North,4,23112
evening,Manhattan Valley,4,22790
midnight,TriBeCa/Civic Center,4,22231
morning,East Harlem South,4,22179
midnight,Midtown Center,4,22018
evening,Hudson Sq,4,21678
midnight,Garment District,4,21295
afternoon,East Harlem South,4,21268
midnight,Midtown East,4,20445
afternoon,Lower East Side,4,20246
evening,World Trade Center,4,19549
afternoon,Morningside Heights,4,19198
midnight,West Chelsea/Hudson Yards,4,18912
morning,Financial District North,4,18836
midnight,Sutton Place/Turtle Bay North,4,18003
midnight,NV,4,17899
morning,Greenwich Village South,4,17791
midnight,Lenox Hill West,4,17698
midnight,Yorkville West,4,16932
afternoon,Hudson Sq,4,16728
evening,Morningside Heights,4,16571
midnight,Lincoln Square East,4,16230
midnight,Greenwich Village North,4,16115
evening,East Harlem South,4,15877
evening,Financial District South,4,15241
morning,Morningside Heights,4,14849
afternoon,Financial District South,4,14692
morning,Lower East Side,4,14484
morning,Little Italy/NoLiTa,4,14012
midnight,LaGuardia Airport,4,13737
midnight,Kips Bay,4,13566
morning,World Trade Center,4,13101
midnight,Upper West Side South,4,13072
morning,SoHo,4,13045
midnight,Clinton West,4,12995
midnight,Upper East Side South,4,12771
morning,Stuy Town/Peter Cooper Village,4,12423
morning,Hudson Sq,4,12345
morning,Central Harlem,4,11662
morning,East Harlem North,4,11596
midnight,Hudson Sq,4,10655
afternoon,Central Harlem,4,10464
afternoon,East Harlem North,4,10273
midnight,SoHo,4,10132
morning,Bloomingdale,4,10056
evening,Central Harlem,4,9976
evening,East Harlem North,4,9679
afternoon,Bloomingdale,4,9545
midnight,Upper West Side North,4,9453
midnight,Upper East Side North,4,9317
midnight,UN/Turtle Bay South,4,8720
evening,Bloomingdale,4,8110
evening,Alphabet City,4,7963
morning,Financial District South,4,7832
evening,Seaport,4,7776
afternoon,Stuy Town/Peter Cooper Village,4,7762
evening,Chinatown,4,7705
afternoon,Chinatown,4,7568
midnight,Alphabet City,4,7458
midnight,Lenox Hill East,4,7286
midnight,Financial District North,4,6984
evening,Two Bridges/Seward Park,4,6814
morning,Alphabet City,4,6737
midnight,Williamsburg (North Side),4,6611
evening,Stuy Town/Peter Cooper Village,4,6521
midnight,East Harlem South,4,6480
morning,Sunnyside,4,6380
midnight,Williamsburg (South Side),4,6254
midnight,Two Bridges/Seward Park,4,6165
afternoon,Seaport,4,5728
midnight,Astoria,4,5667
morning,Central Harlem North,4,5642
evening,Williamsburg (North Side),4,5475
morning,Astoria,4,5384
midnight,East Harlem North,4,5176
afternoon,Alphabet City,4,5066
midnight,Morningside Heights,4,5039
midnight,Central Harlem,4,4971
evening,Park Slope,4,4788
midnight,Yorkville East,4,4598
evening,Williamsburg (South Side),4,4563
midnight,Manhattan Valley,4,4465
evening,Downtown Brooklyn/MetroTech,4,4433
afternoon,Central Harlem North,4,4384
evening,Central Harlem North,4,4223
afternoon,Two Bridges/Seward Park,4,4191
morning,Brooklyn Heights,4,4191
midnight,Lincoln Square West,4,4052
evening,Fort Greene,4,4050
morning,Hamilton Heights,4,3997
morning,Seaport,4,3965
midnight,East Williamsburg,4,3944
afternoon,Downtown Brooklyn/MetroTech,4,3918
evening,Long Island City/Hunters Point,4,3876
midnight,Financial District South,4,3869
midnight,Sunnyside,4,3856
morning,Downtown Brooklyn/MetroTech,4,3852
afternoon,Sunnyside,4,3750
afternoon,Long Island City/Hunters Point,4,3737
midnight,World Trade Center,4,3723
morning,Chinatown,4,3718
morning,Washington Heights South,4,3697
midnight,Central Park,4,3682
evening,Boerum Hill,4,3524
afternoon,Astoria,4,3462
midnight,Battery Park City,4,3411
midnight,Chinatown,4,3353
evening,Astoria,4,3335
evening,Brooklyn Heights,4,3280
midnight,Park Slope,4,3275
evening,Hamilton Heights,4,3209
evening,Sunnyside,4,3184
morning,Long Island City/Queens Plaza,4,3146
evening,Manhattanville,4,3116
morning,Two Bridges/Seward Park,4,3100
afternoon,Manhattanville,4,3079
midnight,Bloomingdale,4,3004
morning,Cobble Hill,4,2963
morning,Manhattanville,4,2959
midnight,Stuy Town/Peter Cooper Village,4,2939
afternoon,Brooklyn Heights,4,2847
afternoon,Battery Park,4,2664
afternoon,Long Island City/Queens Plaza,4,2635
midnight,Central Harlem North,4,2634
morning,Old Astoria,4,2620
morning,Carroll Gardens,4,2587
evening,Long Island City/Queens Plaza,4,2568
afternoon,Hamilton Heights,4,2566
afternoon,Washington Heights South,4,2562
evening,Washington Heights South,4,2546
morning,Boerum Hill,4,2543
morning,Long Island City/Hunters Point,4,2540
morning,Steinway,4,2539
afternoon,Boerum Hill,4,2519
midnight,Long Island City/Hunters Point,4,2500
midnight,Greenpoint,4,2385
midnight,Long Island City/Queens Plaza,4,2384
midnight,Fort Greene,4,2380
morning,Woodside,4,2375
evening,East Williamsburg,4,2347
evening,Greenpoint,4,2279
midnight,Hamilton Heights,4,2234
morning,Queensbridge/Ravenswood,4,2201
midnight,Boerum Hill,4,2168
midnight,Seaport,4,2160
midnight,Jackson Heights,4,2151
midnight,Bushwick South,4,2133
morning,Park Slope,4,2094
afternoon,Park Slope,4,2034
midnight,Downtown Brooklyn/MetroTech,4,1933
afternoon,Williamsburg (North Side),4,1817
morning,Fort Greene,4,1798
morning,Jackson Heights,4,1782
afternoon,Fort Greene,4,1780
evening,NA,4,1685
midnight,Woodside,4,1652
midnight,Washington Heights South,4,1564
afternoon,Queensbridge/Ravenswood,4,1524
evening,Clinton Hill,4,1502
midnight,NA,4,1493
evening,DUMBO/Vinegar Hill,4,1485
evening,Carroll Gardens,4,1450
midnight,Manhattanville,4,1441
midnight,Old Astoria,4,1416
evening,Prospect Heights,4,1397
afternoon,DUMBO/Vinegar Hill,4,1383
midnight,Bushwick North,4,1378
midnight,Steinway,4,1378
afternoon,Williamsburg (South Side),4,1355
evening,Cobble Hill,4,1340
midnight,Clinton Hill,4,1310
afternoon,Old Astoria,4,1277
midnight,Bedford,4,1264
afternoon,Steinway,4,1244
morning,DUMBO/Vinegar Hill,4,1193
midnight,Elmhurst,4,1146
evening,Steinway,4,1118
afternoon,Greenpoint,4,1105
evening,Old Astoria,4,1085
afternoon,NA,4,1083
afternoon,Cobble Hill,4,1071
midnight,Brooklyn Heights,4,1064
evening,Bedford,4,1052
midnight,Crown Heights North,4,1035
afternoon,Woodside,4,1032
afternoon,Jackson Heights,4,1004
midnight,Prospect Heights,4,988
afternoon,Carroll Gardens,4,978
evening,Bushwick South,4,932
evening,Jackson Heights,4,890
morning,NA,4,870
morning,Elmhurst,4,867
midnight,Queensbridge/Ravenswood,4,847
afternoon,Baisley Park,4,844
evening,Battery Park,4,840
evening,Crown Heights North,4,830
evening,Queensbridge/Ravenswood,4,780
